candidate_id,file_path,language,topic,location,claim_type,current_text,suggested_source,status
C01717,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 51,technique,Yoko Geri (横蹴り) - Side kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01718,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 52,general,Kick delivered to the side,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01719,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 53,general,Powerful linear kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01720,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 55,technique,Mawashi Geri (回し蹴り) - Roundhouse kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01721,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 56,general,Circular kick using the instep,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01722,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 57,general,Versatile and powerful technique,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01723,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 59,technique,Ura Mawashi Geri (裏回し蹴り) - Hook kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01724,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 60,general,Reverse roundhouse kick using the heel,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01725,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 61,general,Deceptive and effective technique,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01726,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 63,technique,Ushiro Geri (後ろ蹴り) - Back kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01727,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 64,general,Kick delivered to the rear,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01728,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 65,general,Powerful defensive technique,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01729,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 67,technique,Ushiro Ura Mawashi Geri (後ろ裏回し蹴り) - Spinning kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01730,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 68,general,Full 360° spinning roundhouse kick,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01731,src/content/kumite/techniques.md,base,Keri Waza (蹴り技) - Kicking Techniques,line 69,general,Advanced technique requiring good balance,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01732,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 71,general,Nage Waza (投げ技) - Throwing Techniques,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01733,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 73,general,Eight techniques are allowed in the group of undercut and throwing techniques:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01734,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 75,general,De Ashi Barai (出足払い) - Undercut from side behind foot,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01735,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 76,general,Sweeping technique targeting the opponent's foot,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01736,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 78,general,Kuzushi (崩し) - Undercut from side of both legs,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01737,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 79,general,Technique to break opponent's balance,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01738,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 81,general,O Soto Gari (大外刈り) - Large external undercut,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01739,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 82,general,Major outer reaping throw,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01740,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 84,general,O Uchi Gari (大内刈り) - Large internal undercut,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01741,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 85,general,Major inner reaping throw,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01742,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 87,general,Ko Soto Gari (小外刈り) - Small external undercut,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01743,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 88,general,Minor outer reaping throw,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01744,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 90,general,Ko Uchi Gari (小内刈り) - Small internal undercut,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01745,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 91,general,Minor inner reaping throw,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01746,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 93,general,Okuri Ashi Harai (送り足払い) - Undercut by leaning,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01747,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 94,general,Sweeping technique using body weight,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01748,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 96,general,Tai-otoshi (体落とし) - Throw by lowering,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01749,src/content/kumite/techniques.md,base,Nage Waza (投げ技) - Throwing Techniques,line 97,general,Body drop throw technique,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01750,src/content/kumite/techniques.md,base,Defense Techniques (Verdedigingstechnieken),line 99,general,Defense Techniques (Verdedigingstechnieken),Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01751,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 101,technique,Uke Waza (受け技) - Blocking Techniques,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01752,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 103,general,Nine techniques are preferred in the group of blocking techniques:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01753,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 105,technique,Age Uke (上げ受け) - Upper block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01754,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 106,general,Rising block to defend against high attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01755,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 108,technique,Soto Uke (外受け) - Outer block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01756,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 109,general,Outside block to deflect attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01757,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 111,technique,Uchi Uke (内受け) - Inner block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01758,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 112,general,Inside block to redirect attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01759,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 114,grading,Gedan Barai (下段払い) - Lower sweeping block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01760,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 115,general,Downward sweeping block for low attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01761,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 117,grading,Gedan Uke (下段受け) - Lower block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01762,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 118,general,Low block for defending against lower attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01763,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 120,technique,Te Nagashi Uke (手流し受け) - Nailing block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01764,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 121,general,Hand flowing block to redirect attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01765,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 123,technique,Te Osae Uke (手押さえ受け) - Pressing block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01766,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 124,general,Hand pressing block to control attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01767,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 126,technique,Hiza-uke (膝受け) - Knee block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01768,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 127,general,Knee block for defending against low kicks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01769,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 129,technique,Sune Uke (脛受け) - Shank block,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01770,src/content/kumite/techniques.md,base,Uke Waza (受け技) - Blocking Techniques,line 130,general,Shin block for defending against leg attacks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01771,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 132,general,Kawashi Waza (躱し技) - Dodging Techniques,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01772,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 134,general,Four techniques are allowed in the group of dodging techniques:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01773,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 136,general,Dodging in Place - By swinging the body in different directions,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01774,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 137,general,Evasive movement without changing position,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01775,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 139,general,Dodging Out of Line - By moving in different directions,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01776,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 140,general,Evasive movement by stepping off the attack line,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01777,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 142,general,Rotational Dodging - Performed around one axis or two axes of rotation,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01778,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 143,general,Evasive movement using body rotation,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01779,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 145,general,Combination Dodging - By combining dodging with blocks,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01780,src/content/kumite/techniques.md,base,Kawashi Waza (躱し技) - Dodging Techniques,line 146,general,Evasive movement combined with blocking techniques,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01781,src/content/kumite/techniques.md,base,Safety Considerations,line 148,safety,Safety Considerations,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01782,src/content/kumite/techniques.md,base,Safety Considerations,line 150,safety,The limitation to 34 techniques is justified by the concern for the safety of competing athletes. These techniques have been carefully selected to:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01783,src/content/kumite/techniques.md,base,Safety Considerations,line 152,safety,Minimize the risk of injury and trauma,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01784,src/content/kumite/techniques.md,base,Safety Considerations,line 153,general,Maintain the effectiveness of karate as a martial art,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01785,src/content/kumite/techniques.md,base,Safety Considerations,line 154,general,Ensure fair and safe competition,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01786,src/content/kumite/techniques.md,base,Safety Considerations,line 155,general,Allow for proper control and execution,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01787,src/content/kumite/techniques.md,base,Training Focus,line 157,general,Training Focus,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01788,src/content/kumite/techniques.md,base,Training Focus,line 159,general,"With only 34 techniques allowed in competition, the focus should be on:",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01789,src/content/kumite/techniques.md,base,Training Focus,line 161,general,Perfect Mastery: Mastering the fundamental techniques,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01790,src/content/kumite/techniques.md,base,Training Focus,line 162,general,Systematic Training: Working systematically on each technique,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01791,src/content/kumite/techniques.md,base,Training Focus,line 163,general,Technical Correctness: Ensuring proper form and execution,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01792,src/content/kumite/techniques.md,base,Training Focus,line 164,general,Tactical Application: Learning when and how to use each technique effectively,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01793,src/content/kumite/techniques.md,base,Conclusion,line 168,safety,"The 34 allowed kumite techniques provide a comprehensive system for sports karate competition while ensuring athlete safety. Mastery of these techniques, combined with proper training and tactical understanding, is the key to success in competitive kumite.",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01794,src/content/kumite/techniques/attack-techniques.md,base,Aanvalstechnieken in Kumite,line 1,general,Aanvalstechnieken in Kumite,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01795,src/content/kumite/techniques/attack-techniques.md,base,Aanvalstechnieken in Kumite,line 3,safety,Volgens onderzoek door Piepiora en Witkowski (2021) zijn er precies 34 karate technieken toegestaan in sportkumite competitie. Deze technieken zijn zorgvuldig geselecteerd om de veiligheid van deelnemende atleten te waarborgen.,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01796,src/content/kumite/techniques/attack-techniques.md,base,Tsuki Waza (突き技) - Stoottechnieken,line 5,general,Tsuki Waza (突き技) - Stoottechnieken,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01797,src/content/kumite/techniques/attack-techniques.md,base,Tsuki Waza (突き技) - Stoottechnieken,line 7,general,Vier technieken zijn toegestaan in de groep van vuist stoottechnieken:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01798,src/content/kumite/techniques/attack-techniques.md,base,Kizami Zuki (刻み突き) - Rechte stoot,line 9,technique,Kizami Zuki (刻み突き) - Rechte stoot,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01799,src/content/kumite/techniques/attack-techniques.md,base,Kizami Zuki (刻み突き) - Rechte stoot,line 10,general,"Beschrijving: Snelle, knakkende stoot met de voorste hand",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01800,src/content/kumite/techniques/attack-techniques.md,base,Kizami Zuki (刻み突き) - Rechte stoot,line 11,general,Gebruik: Voor afstandscontrole en het opzetten van combinaties,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01801,src/content/kumite/techniques/attack-techniques.md,base,Kizami Zuki (刻み突き) - Rechte stoot,line 12,general,"Techniek: Korte, directe stoot vanuit voorste stand",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01802,src/content/kumite/techniques/attack-techniques.md,base,Gyaku Zuki (逆突き) - Omgekeerde rechte stoot,line 14,technique,Gyaku Zuki (逆突き) - Omgekeerde rechte stoot,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01803,src/content/kumite/techniques/attack-techniques.md,base,Gyaku Zuki (逆突き) - Omgekeerde rechte stoot,line 15,general,Beschrijving: Krachtstoot van de achterste hand,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01804,src/content/kumite/techniques/attack-techniques.md,base,Gyaku Zuki (逆突き) - Omgekeerde rechte stoot,line 16,general,Gebruik: Meest krachtige basis stoottechniek,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01805,src/content/kumite/techniques/attack-techniques.md,base,Gyaku Zuki (逆突き) - Omgekeerde rechte stoot,line 17,general,Techniek: Volledige rotatie van heupen en schouders,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01806,src/content/kumite/techniques/attack-techniques.md,base,Oi Zuki (追い突き) - Rechte stoot met overgang,line 19,technique,Oi Zuki (追い突き) - Rechte stoot met overgang,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01807,src/content/kumite/techniques/attack-techniques.md,base,Oi Zuki (追い突き) - Rechte stoot met overgang,line 20,general,Beschrijving: Stoot afgeleverd tijdens voorwaartse stap,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01808,src/content/kumite/techniques/attack-techniques.md,base,Oi Zuki (追い突き) - Rechte stoot met overgang,line 21,general,Gebruik: Combineert beweging met slagkracht,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01809,src/content/kumite/techniques/attack-techniques.md,base,Oi Zuki (追い突き) - Rechte stoot met overgang,line 22,general,Techniek: Synchroniseert stap en stoot,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01810,src/content/kumite/techniques/attack-techniques.md,base,Choku Zuki (直突き) - Rechte stoot ter plaatse,line 24,technique,Choku Zuki (直突き) - Rechte stoot ter plaatse,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01811,src/content/kumite/techniques/attack-techniques.md,base,Choku Zuki (直突き) - Rechte stoot ter plaatse,line 25,general,Beschrijving: Gebruikt als afwerkende techniek na een uppercut,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01812,src/content/kumite/techniques/attack-techniques.md,base,Choku Zuki (直突き) - Rechte stoot ter plaatse,line 26,general,"Gebruik: Directe, krachtige stoot zonder beweging",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01813,src/content/kumite/techniques/attack-techniques.md,base,Choku Zuki (直突き) - Rechte stoot ter plaatse,line 27,general,Techniek: Stabiele stand met maximale kracht,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01814,src/content/kumite/techniques/attack-techniques.md,base,Uchi Waza (打ち技) - Slagtechnieken,line 29,general,Uchi Waza (打ち技) - Slagtechnieken,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01815,src/content/kumite/techniques/attack-techniques.md,base,Uchi Waza (打ち技) - Slagtechnieken,line 31,general,Drie technieken zijn toegestaan in de groep van gebogen snijtechnieken:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01816,src/content/kumite/techniques/attack-techniques.md,base,Uraken Uchi (裏拳打ち) - Slag met omgekeerde vuist,line 33,general,Uraken Uchi (裏拳打ち) - Slag met omgekeerde vuist,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01817,src/content/kumite/techniques/attack-techniques.md,base,Uraken Uchi (裏拳打ち) - Slag met omgekeerde vuist,line 34,general,Beschrijving: Backfist slag met de achterkant van de hand,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01818,src/content/kumite/techniques/attack-techniques.md,base,Uraken Uchi (裏拳打ち) - Slag met omgekeerde vuist,line 35,general,Gebruik: Effectief voor close-range aanvallen,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01819,src/content/kumite/techniques/attack-techniques.md,base,Uraken Uchi (裏拳打ち) - Slag met omgekeerde vuist,line 36,general,"Techniek: Snelle, cirkelvormige beweging",Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01820,src/content/kumite/techniques/attack-techniques.md,base,Haito Uchi (背刀打ち) - Slag met binnenrand van handpalm,line 38,general,Haito Uchi (背刀打ち) - Slag met binnenrand van handpalm,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01821,src/content/kumite/techniques/attack-techniques.md,base,Haito Uchi (背刀打ち) - Slag met binnenrand van handpalm,line 39,general,Beschrijving: Ridge hand slag met de binnenrand,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01822,src/content/kumite/techniques/attack-techniques.md,base,Haito Uchi (背刀打ち) - Slag met binnenrand van handpalm,line 40,general,Gebruik: Precieze slagtechniek,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01823,src/content/kumite/techniques/attack-techniques.md,base,Haito Uchi (背刀打ち) - Slag met binnenrand van handpalm,line 41,general,Techniek: Gebruikt voor nauwkeurige doelen,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01824,src/content/kumite/techniques/attack-techniques.md,base,Shuto Uchi (手刀打ち) - Slag met buitenrand van handpalm,line 43,general,Shuto Uchi (手刀打ち) - Slag met buitenrand van handpalm,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01825,src/content/kumite/techniques/attack-techniques.md,base,Shuto Uchi (手刀打ち) - Slag met buitenrand van handpalm,line 44,general,Beschrijving: Knife hand slag met de buitenrand,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01826,src/content/kumite/techniques/attack-techniques.md,base,Shuto Uchi (手刀打ち) - Slag met buitenrand van handpalm,line 45,general,Gebruik: Veelzijdige slagtechniek,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01827,src/content/kumite/techniques/attack-techniques.md,base,Shuto Uchi (手刀打ち) - Slag met buitenrand van handpalm,line 46,general,Techniek: Hand als mes gebruiken,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01828,src/content/kumite/techniques/attack-techniques.md,base,Keri Waza (蹴り技) - Traptechnieken,line 48,general,Keri Waza (蹴り技) - Traptechnieken,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01829,src/content/kumite/techniques/attack-techniques.md,base,Keri Waza (蹴り技) - Traptechnieken,line 50,general,Zes technieken zijn toegestaan in de groep van traptechnieken:,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01830,src/content/kumite/techniques/attack-techniques.md,base,Mae Geri (前蹴り) - Voorwaartse trap,line 52,technique,Mae Geri (前蹴り) - Voorwaartse trap,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01831,src/content/kumite/techniques/attack-techniques.md,base,Mae Geri (前蹴り) - Voorwaartse trap,line 53,general,Beschrijving: Rechte trap naar voren,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01832,src/content/kumite/techniques/attack-techniques.md,base,Mae Geri (前蹴り) - Voorwaartse trap,line 54,general,Gebruik: Basis traptechniek,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01833,src/content/kumite/techniques/attack-techniques.md,base,Mae Geri (前蹴り) - Voorwaartse trap,line 55,general,Techniek: Gebruik bal van de voet,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01834,src/content/kumite/techniques/attack-techniques.md,base,Yoko Geri (横蹴り) - Zijwaartse trap,line 57,technique,Yoko Geri (横蹴り) - Zijwaartse trap,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01835,src/content/kumite/techniques/attack-techniques.md,base,Yoko Geri (横蹴り) - Zijwaartse trap,line 58,general,Beschrijving: Trap afgeleverd naar de zijkant,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01836,src/content/kumite/techniques/attack-techniques.md,base,Yoko Geri (横蹴り) - Zijwaartse trap,line 59,general,Gebruik: Krachtige lineaire trap,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
C01837,src/content/kumite/techniques/attack-techniques.md,base,Yoko Geri (横蹴り) - Zijwaartse trap,line 60,general,Techniek: Gebruik buitenrand van voet,Use docs/kumite.pdf and docs/kumite_extracted.txt first; verify safety wording carefully.,candidate
